source,pdf,pages,chars,tables,avg_table_rows,chars_per_page,tables_per_page,repeat_ratio,flags,txt_rel,tbl_rel
alerts,7032_Drug_Alert_list_for_month_of_February_2021.pdf,3,4445,4,5.0,1481.7,1.33,0.016,,alerts\7032_Drug_Alert_list_for_month_of_February_2021.txt,alerts\7032_Drug_Alert_list_for_month_of_February_2021.tables.json
alerts,7149_Drug_Alert_list_for_month_of_March_2021.pdf,4,5434,5,5.2,1358.5,1.25,0.106,,alerts\7149_Drug_Alert_list_for_month_of_March_2021.txt,alerts\7149_Drug_Alert_list_for_month_of_March_2021.tables.json
alerts,7271_Drug_Alert_list_for_month_of_April_2021.pdf,5,6701,6,4.83,1340.2,1.2,0.02,,alerts\7271_Drug_Alert_list_for_month_of_April_2021.txt,alerts\7271_Drug_Alert_list_for_month_of_April_2021.tables.json
alerts,7357_Drug_Alert_list_for_month_of_May_2021.pdf,4,5698,5,5.2,1424.5,1.25,0.039,,alerts\7357_Drug_Alert_list_for_month_of_May_2021.txt,alerts\7357_Drug_Alert_list_for_month_of_May_2021.tables.json
alerts,7576_Drug_Alert_list_for_month_of_July_2021.pdf,9,13338,10,5.6,1482.0,1.11,0.038,,alerts\7576_Drug_Alert_list_for_month_of_July_2021.txt,alerts\7576_Drug_Alert_list_for_month_of_July_2021.tables.json
alerts,7656_Drug_Alert_list_for_month_of_August_2021.pdf,8,10160,8,5.62,1270.0,1.0,0.158,,alerts\7656_Drug_Alert_list_for_month_of_August_2021.txt,alerts\7656_Drug_Alert_list_for_month_of_August_2021.tables.json
alerts,7684_Alert_FSN-Medtronic_Heartware_HVAD.pdf,5,13342,2,6.0,2668.4,0.4,0.046,,alerts\7684_Alert_FSN-Medtronic_Heartware_HVAD.txt,alerts\7684_Alert_FSN-Medtronic_Heartware_HVAD.tables.json
alerts,7819_Drug_Alert_list_for_month_of_September_2021.pdf,9,12234,10,5.7,1359.3,1.11,0.116,,alerts\7819_Drug_Alert_list_for_month_of_September_2021.txt,alerts\7819_Drug_Alert_list_for_month_of_September_2021.tables.json
alerts,7841_Drug_Alert_list_for_month_of_May_2021_Revised.pdf,1,604,0,0.0,604.0,0.0,0.0,,alerts\7841_Drug_Alert_list_for_month_of_May_2021_Revised.txt,alerts\7841_Drug_Alert_list_for_month_of_May_2021_Revised.tables.json
alerts,7888_Drug_Alert_list_for_month_of_October_2021.pdf,8,10924,8,5.62,1365.5,1.0,0.136,,alerts\7888_Drug_Alert_list_for_month_of_October_2021.txt,alerts\7888_Drug_Alert_list_for_month_of_October_2021.tables.json
alerts,7999_Drug_Alert_list_for_month_of_November_2021.pdf,5,6624,5,5.8,1324.8,1.0,0.079,,alerts\7999_Drug_Alert_list_for_month_of_November_2021.txt,alerts\7999_Drug_Alert_list_for_month_of_November_2021.tables.json
alerts,8086_Drug_Alert_list_for_month_of_December_2021.pdf,8,11097,9,5.22,1387.1,1.12,0.082,,alerts\8086_Drug_Alert_list_for_month_of_December_2021.txt,alerts\8086_Drug_Alert_list_for_month_of_December_2021.tables.json
alerts,8123_Drug_Alert_list_for_month_of_January_2022.pdf,6,7928,6,5.83,1321.3,1.0,0.056,,alerts\8123_Drug_Alert_list_for_month_of_January_2022.txt,alerts\8123_Drug_Alert_list_for_month_of_January_2022.tables.json
alerts,8277_Drug_Alert_list_for_month_of_February_2022.pdf,9,11713,9,5.78,1301.4,1.0,0.116,,alerts\8277_Drug_Alert_list_for_month_of_February_2022.txt,alerts\8277_Drug_Alert_list_for_month_of_February_2022.tables.json
alerts,8326_Drug_Alert_list_for_month_of_March_2022.pdf,10,13430,10,5.6,1343.0,1.0,0.094,,alerts\8326_Drug_Alert_list_for_month_of_March_2022.txt,alerts\8326_Drug_Alert_list_for_month_of_March_2022.tables.json
alerts,8573_Drug_Alert_list_for_month_of_May_2022.pdf,10,12243,11,4.91,1224.3,1.1,0.097,,alerts\8573_Drug_Alert_list_for_month_of_May_2022.txt,alerts\8573_Drug_Alert_list_for_month_of_May_2022.tables.json
alerts,8616_Medical_Device_Alert_date_14_June_2022.pdf,8,9810,5,22.8,1226.2,0.62,0.038,,alerts\8616_Medical_Device_Alert_date_14_June_2022.txt,alerts\8616_Medical_Device_Alert_date_14_June_2022.tables.json
alerts,8618_Drug_Alert_list_for_month_of_April_2022.pdf,6,7861,6,5.5,1310.2,1.0,0.113,,alerts\8618_Drug_Alert_list_for_month_of_April_2022.txt,alerts\8618_Drug_Alert_list_for_month_of_April_2022.tables.json
alerts,8665_Drug_Alert_list_for_month_of_April_2022_Revised.pdf,1,836,1,3.0,836.0,1.0,0.0,,alerts\8665_Drug_Alert_list_for_month_of_April_2022_Revised.txt,alerts\8665_Drug_Alert_list_for_month_of_April_2022_Revised.tables.json
alerts,8771_Drug_Alert_list_for_month_of_June_2022.pdf,6,7546,7,5.29,1257.7,1.17,0.13,,alerts\8771_Drug_Alert_list_for_month_of_June_2022.txt,alerts\8771_Drug_Alert_list_for_month_of_June_2022.tables.json
alerts,8878_Drug_Alert_list_for_month_of_July_2022.pdf,11,15971,12,5.75,1451.9,1.09,0.198,,alerts\8878_Drug_Alert_list_for_month_of_July_2022.txt,alerts\8878_Drug_Alert_list_for_month_of_July_2022.tables.json
alerts,8983_Drug_Alert_list_for_month_of_May_2022_Revised.pdf,1,944,0,0.0,944.0,0.0,0.0,,alerts\8983_Drug_Alert_list_for_month_of_May_2022_Revised.txt,alerts\8983_Drug_Alert_list_for_month_of_May_2022_Revised.tables.json
alerts,9010_Drug_Alert_list_for_month_of_August_2022.pdf,10,13329,11,5.27,1332.9,1.1,0.085,,alerts\9010_Drug_Alert_list_for_month_of_August_2022.txt,alerts\9010_Drug_Alert_list_for_month_of_August_2022.tables.json
alerts,9122_Drug_Alert_list_for_month_of_September_2022.pdf,13,17734,14,5.43,1364.2,1.08,0.143,,alerts\9122_Drug_Alert_list_for_month_of_September_2022.txt,alerts\9122_Drug_Alert_list_for_month_of_September_2022.tables.json
alerts,9187_Drug_Alert_list_for_month_of_October_2022.pdf,11,15764,12,5.33,1433.1,1.09,0.152,,alerts\9187_Drug_Alert_list_for_month_of_October_2022.txt,alerts\9187_Drug_Alert_list_for_month_of_October_2022.tables.json
alerts,9286_Drug_Alert_list_for_month_of_October_2022_Revised.pdf,1,890,0,0.0,890.0,0.0,0.0,,alerts\9286_Drug_Alert_list_for_month_of_October_2022_Revised.txt,alerts\9286_Drug_Alert_list_for_month_of_October_2022_Revised.tables.json
alerts,9609_Drug_Alert_list_for_month_of_November_2022.pdf,19,24496,19,5.37,1289.3,1.0,0.234,,alerts\9609_Drug_Alert_list_for_month_of_November_2022.txt,alerts\9609_Drug_Alert_list_for_month_of_November_2022.tables.json
alerts,9675_Drug_Alert_list_for_month_of_Feb_2022_Revised.pdf,1,732,1,3.0,732.0,1.0,0.0,,alerts\9675_Drug_Alert_list_for_month_of_Feb_2022_Revised.txt,alerts\9675_Drug_Alert_list_for_month_of_Feb_2022_Revised.tables.json
alerts,9811_Drug_Alert_list_for_month_of_December_2022.pdf,15,22228,16,5.5,1481.9,1.07,0.221,,alerts\9811_Drug_Alert_list_for_month_of_December_2022.txt,alerts\9811_Drug_Alert_list_for_month_of_December_2022.tables.json
alerts,9889_Drug_Alert_list_for_month_of_January_2023.pdf,15,20694,16,5.06,1379.6,1.07,0.176,,alerts\9889_Drug_Alert_list_for_month_of_January_2023.txt,alerts\9889_Drug_Alert_list_for_month_of_January_2023.tables.json
alerts,9985_Drug_Alert_list_for_month_of_February_2023.pdf,12,17917,13,5.54,1493.1,1.08,0.121,,alerts\9985_Drug_Alert_list_for_month_of_February_2023.txt,alerts\9985_Drug_Alert_list_for_month_of_February_2023.tables.json
banned_drugs,banneddrugs.pdf,28,43760,27,60.7,1562.9,0.96,0.461,REPEATED_LINES,banned_drugs\banneddrugs.txt,banned_drugs\banneddrugs.tables.json
fdc,11024_LIST_OF_DRUGS_PROHIBITED_FOR_MANUFACTURE_AND_SALE_THROUGH_GAZETTE_NOTIFICATIONS_UNDER_SECTION_26A_OF_DRUGS_COSMETICS_ACT.pdf,34,53476,33,58.88,1572.8,0.97,0.415,REPEATED_LINES,fdc\11024_LIST_OF_DRUGS_PROHIBITED_FOR_MANUFACTURE_AND_SALE_THROUGH_GAZETTE_NOTIFICATIONS_UNDER_SECTION_26A_OF_DRUGS_COSMETICS_ACT.txt,fdc\11024_LIST_OF_DRUGS_PROHIBITED_FOR_MANUFACTURE_AND_SALE_THROUGH_GAZETTE_NOTIFICATIONS_UNDER_SECTION_26A_OF_DRUGS_COSMETICS_ACT.tables.json
fdc,12085_List_of_02_Restricted_FDC_drugs_dated_12.08.2024.pdf,1,302,1,3.0,302.0,1.0,0.0,,fdc\12085_List_of_02_Restricted_FDC_drugs_dated_12.08.2024.txt,fdc\12085_List_of_02_Restricted_FDC_drugs_dated_12.08.2024.tables.json
fdc,12086_List_of_Prohibited_FDC_drugs_14_FDCs_dated_02.06.2023.pdf,1,1402,1,15.0,1402.0,1.0,0.219,,fdc\12086_List_of_Prohibited_FDC_drugs_14_FDCs_dated_02.06.2023.txt,fdc\12086_List_of_Prohibited_FDC_drugs_14_FDCs_dated_02.06.2023.tables.json
fdc,12087_List_of_Prohibited_FDC_drugs_156_FDCs_dated_02.08.2024.pdf,7,16238,7,22.43,2319.7,1.0,0.212,,fdc\12087_List_of_Prohibited_FDC_drugs_156_FDCs_dated_02.08.2024.txt,fdc\12087_List_of_Prohibited_FDC_drugs_156_FDCs_dated_02.08.2024.tables.json
fdc,12088_List_of_Prohibited_FDC_S_Etodolac_Paracetamol_12.08.2024.pdf,1,123,0,0.0,123.0,0.0,0.0,,fdc\12088_List_of_Prohibited_FDC_S_Etodolac_Paracetamol_12.08.2024.txt,fdc\12088_List_of_Prohibited_FDC_S_Etodolac_Paracetamol_12.08.2024.tables.json
fdc,14514_List_of_16_FDCs_banned_dated_11.06.2026.pdf,1,1289,1,17.0,1289.0,1.0,0.235,,fdc\14514_List_of_16_FDCs_banned_dated_11.06.2026.txt,fdc\14514_List_of_16_FDCs_banned_dated_11.06.2026.tables.json
fdc,14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.pdf,26,84586,0,0.0,3253.3,0.0,0.656,"TABLE_DROUGHT,REPEATED_LINES",fdc\14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.txt,fdc\14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.tables.json
fdc,2237_List_of_FDCs_under_category_c_permitted_for_continu_ed_manufacturing_and_marketing_under_18_month_policy_decision_dated_.pdf,43,248871,43,39.16,5787.7,1.0,0.055,,fdc\2237_List_of_FDCs_under_category_c_permitted_for_continu_ed_manufacturing_and_marketing_under_18_month_policy_decision_dated_.txt,fdc\2237_List_of_FDCs_under_category_c_permitted_for_continu_ed_manufacturing_and_marketing_under_18_month_policy_decision_dated_.tables.json
fdc,3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.pdf,130,494777,0,0.0,3806.0,0.0,0.579,"TABLE_DROUGHT,REPEATED_LINES",fdc\3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.txt,fdc\3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.tables.json
fdc,3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.pdf,23,43731,15,28.2,1901.3,0.65,0.304,REPEATED_LINES,fdc\3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.txt,fdc\3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.tables.json
fdc,514_Notice_Order_regarding_Examination_of_Safety_and_efficacy_of_FDCs_licensed_for_manufacture_for_sale_in_the_country_witho.pdf,10,14609,13,43.54,1460.9,1.3,0.0,,fdc\514_Notice_Order_regarding_Examination_of_Safety_and_efficacy_of_FDCs_licensed_for_manufacture_for_sale_in_the_country_witho.txt,fdc\514_Notice_Order_regarding_Examination_of_Safety_and_efficacy_of_FDCs_licensed_for_manufacture_for_sale_in_the_country_witho.tables.json
gazette,10569_2023.06.02_DR_S.O._2394E_to_2407E_Banning_of_14_FDCs.pdf,20,82759,0,0.0,4137.9,0.0,0.637,"TABLE_DROUGHT,REPEATED_LINES",gazette\10569_2023.06.02_DR_S.O._2394E_to_2407E_Banning_of_14_FDCs.txt,gazette\10569_2023.06.02_DR_S.O._2394E_to_2407E_Banning_of_14_FDCs.tables.json
gazette,10571_2023.07.31_DR_S.O._3448E_Prohibition_of_Veterinary_Drugs_Ketoprofen_and_its_formulation_and_Aceclofenac_its_Formulation.pdf,2,2841,0,0.0,1420.5,0.0,0.0,,gazette\10571_2023.07.31_DR_S.O._3448E_Prohibition_of_Veterinary_Drugs_Ketoprofen_and_its_formulation_and_Aceclofenac_its_Formulation.txt,gazette\10571_2023.07.31_DR_S.O._3448E_Prohibition_of_Veterinary_Drugs_Ketoprofen_and_its_formulation_and_Aceclofenac_its_Formulation.tables.json
gazette,10980_2024.02.05_S.O._476E_Revoke_of_notification_GSR_144E_dated_17.02.2017_Oseltamivir_and_Zanamivir.pdf,2,2009,0,0.0,1004.5,0.0,0.0,,gazette\10980_2024.02.05_S.O._476E_Revoke_of_notification_GSR_144E_dated_17.02.2017_Oseltamivir_and_Zanamivir.txt,gazette\10980_2024.02.05_S.O._476E_Revoke_of_notification_GSR_144E_dated_17.02.2017_Oseltamivir_and_Zanamivir.tables.json
gazette,11593_2024.08.12_S.O._3284E_Notification_reg_Prohibiton_of_Etodolac.pdf,3,6255,0,0.0,2085.0,0.0,0.0,,gazette\11593_2024.08.12_S.O._3284E_Notification_reg_Prohibiton_of_Etodolac.txt,gazette\11593_2024.08.12_S.O._3284E_Notification_reg_Prohibiton_of_Etodolac.tables.json
gazette,11870_2024.08.12__DR_S.O._3266E_to_3267E__Restriction_of_FDC_Naproxen_Esomeprazole_and_Naproxen_Pantoprazole.pdf,4,12269,0,0.0,3067.2,0.0,0.281,,gazette\11870_2024.08.12__DR_S.O._3266E_to_3267E__Restriction_of_FDC_Naproxen_Esomeprazole_and_Naproxen_Pantoprazole.txt,gazette\11870_2024.08.12__DR_S.O._3266E_to_3267E__Restriction_of_FDC_Naproxen_Esomeprazole_and_Naproxen_Pantoprazole.tables.json
gazette,11871_2024.08.12__DR_S.O._3285E_to_3440E__Prohibition_of_156_FDCs.pdf,158,543610,0,0.0,3440.6,0.0,0.769,"TABLE_DROUGHT,REPEATED_LINES",gazette\11871_2024.08.12__DR_S.O._3285E_to_3440E__Prohibition_of_156_FDCs.txt,gazette\11871_2024.08.12__DR_S.O._3285E_to_3440E__Prohibition_of_156_FDCs.tables.json
gazette,12323_2024.12.30_S.O._5633E_Notification_regarding_Banning_Nimesulide_for_animal_use.pdf,2,2571,1,3.0,1285.5,0.5,0.0,,gazette\12323_2024.12.30_S.O._5633E_Notification_regarding_Banning_Nimesulide_for_animal_use.txt,gazette\12323_2024.12.30_S.O._5633E_Notification_regarding_Banning_Nimesulide_for_animal_use.tables.json
gazette,12581_2025.03.12_S.O._1158E_Banning_of_Chloramphenicol_and_Nitrofurans_in_food_rearing_animal_systems.pdf,2,3092,3,3.33,1546.0,1.5,0.0,,gazette\12581_2025.03.12_S.O._1158E_Banning_of_Chloramphenicol_and_Nitrofurans_in_food_rearing_animal_systems.txt,gazette\12581_2025.03.12_S.O._1158E_Banning_of_Chloramphenicol_and_Nitrofurans_in_food_rearing_animal_systems.tables.json
gazette,12673_S.O._1717E_dt_15.04.2025_Restriction_of_the_Fixed_Dose_Combination_of_Chlorpheniramine_Maleate_and_Phenylephrine_Hydroch.pdf,2,5598,3,7.67,2799.0,1.5,0.0,,gazette\12673_S.O._1717E_dt_15.04.2025_Restriction_of_the_Fixed_Dose_Combination_of_Chlorpheniramine_Maleate_and_Phenylephrine_Hydroch.txt,gazette\12673_S.O._1717E_dt_15.04.2025_Restriction_of_the_Fixed_Dose_Combination_of_Chlorpheniramine_Maleate_and_Phenylephrine_Hydroch.tables.json
gazette,12742_2025.05.22_S.O._2298E_Notification_to_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_pro.pdf,4,5672,5,5.6,1418.0,1.25,0.0,,gazette\12742_2025.05.22_S.O._2298E_Notification_to_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_pro.txt,gazette\12742_2025.05.22_S.O._2298E_Notification_to_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_pro.tables.json
gazette,13246_2025.08.27_G.S.R._587E_Draft_Notification_for_application_of_unapproved_drugs_for_conduct_of_BA_BE_studies_for_export_pu.pdf,4,8995,7,4.43,2248.8,1.75,0.007,,gazette\13246_2025.08.27_G.S.R._587E_Draft_Notification_for_application_of_unapproved_drugs_for_conduct_of_BA_BE_studies_for_export_pu.txt,gazette\13246_2025.08.27_G.S.R._587E_Draft_Notification_for_application_of_unapproved_drugs_for_conduct_of_BA_BE_studies_for_export_pu.tables.json
gazette,13409_2025.09.23_S.O._4338E_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_products_for_animal.pdf,4,5600,0,0.0,1400.0,0.0,0.0,,gazette\13409_2025.09.23_S.O._4338E_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_products_for_animal.txt,gazette\13409_2025.09.23_S.O._4338E_prohibit_the_import_manufacture_sale_and_distribution_of_certain_antimicrobial_products_for_animal.tables.json
gazette,13522_2025.10.16__G.S.R._760E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Dru.pdf,3,5436,0,0.0,1812.0,0.0,0.0,,gazette\13522_2025.10.16__G.S.R._760E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Dru.txt,gazette\13522_2025.10.16__G.S.R._760E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Dru.tables.json
gazette,13750_2025.12.29__S.O._6091E_Notification_regarding_Nimesulide_above_100_mg_in_immediate_release_dosage_form.pdf,2,2752,0,0.0,1376.0,0.0,0.0,,gazette\13750_2025.12.29__S.O._6091E_Notification_regarding_Nimesulide_above_100_mg_in_immediate_release_dosage_form.txt,gazette\13750_2025.12.29__S.O._6091E_Notification_regarding_Nimesulide_above_100_mg_in_immediate_release_dosage_form.tables.json
gazette,14397_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.pdf,26,84586,0,0.0,3253.3,0.0,0.656,"TABLE_DROUGHT,REPEATED_LINES",gazette\14397_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.txt,gazette\14397_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.tables.json
gazette,14457_2026.07.08_G.S.R._607E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Drug.pdf,3,5468,0,0.0,1822.7,0.0,0.0,,gazette\14457_2026.07.08_G.S.R._607E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Drug.txt,gazette\14457_2026.07.08_G.S.R._607E_Notification_regarding_restriction_of_sale_of_drug_products_containing_alcohol_content_under_Drug.tables.json
gazette,14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.pdf,26,84586,0,0.0,3253.3,0.0,0.656,"TABLE_DROUGHT,REPEATED_LINES",gazette\14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.txt,gazette\14519_2026.06.11_S.O._3068E_to_S.O._3083E__Prohibition_of_16_FDCs.tables.json
gazette,14656_2026.08.18_S.O._4595E_Prohibition_of_all_formulations_of_FDC_containing_Chlorpheniramine_Maleate_and_Phenylephrine_HCl_i.pdf,3,6517,0,0.0,2172.3,0.0,0.0,,gazette\14656_2026.08.18_S.O._4595E_Prohibition_of_all_formulations_of_FDC_containing_Chlorpheniramine_Maleate_and_Phenylephrine_HCl_i.txt,gazette\14656_2026.08.18_S.O._4595E_Prohibition_of_all_formulations_of_FDC_containing_Chlorpheniramine_Maleate_and_Phenylephrine_HCl_i.tables.json
gazette,1925_2018.08.21_Final_GSR_794E_and_795E_Mfg_of_Oxytocin_Formulation_Scheduling_of_Oxytocin_in_Sch_H1_omittion_from_Sch_H.pdf,3,7210,0,0.0,2403.3,0.0,0.061,,gazette\1925_2018.08.21_Final_GSR_794E_and_795E_Mfg_of_Oxytocin_Formulation_Scheduling_of_Oxytocin_in_Sch_H1_omittion_from_Sch_H.txt,gazette\1925_2018.08.21_Final_GSR_794E_and_795E_Mfg_of_Oxytocin_Formulation_Scheduling_of_Oxytocin_in_Sch_H1_omittion_from_Sch_H.tables.json
gazette,1935_2018-08-27_Draft_GSR_813E_Amendment_of_Form_45_46_for_Package_Insert.pdf,2,4928,0,0.0,2464.0,0.0,0.02,,gazette\1935_2018-08-27_Draft_GSR_813E_Amendment_of_Form_45_46_for_Package_Insert.txt,gazette\1935_2018-08-27_Draft_GSR_813E_Amendment_of_Form_45_46_for_Package_Insert.tables.json
gazette,1951_2018.09.07_S.O._4379E_to_S.O.4712_E_Prohibition_and_Restriction_of_FDC_drugs_Section_26A.pdf,537,1849249,1,4.0,3443.7,0.0,0.742,REPEATED_LINES,gazette\1951_2018.09.07_S.O._4379E_to_S.O.4712_E_Prohibition_and_Restriction_of_FDC_drugs_Section_26A.txt,gazette\1951_2018.09.07_S.O._4379E_to_S.O.4712_E_Prohibition_and_Restriction_of_FDC_drugs_Section_26A.tables.json
gazette,2373_018.12.13_S.O.6161E_Restriction_of_Buclizine_and_its_formulations_as_appetite_stimulant_under_Section_26A.pdf,2,4675,0,0.0,2337.5,0.0,0.0,,gazette\2373_018.12.13_S.O.6161E_Restriction_of_Buclizine_and_its_formulations_as_appetite_stimulant_under_Section_26A.txt,gazette\2373_018.12.13_S.O.6161E_Restriction_of_Buclizine_and_its_formulations_as_appetite_stimulant_under_Section_26A.tables.json
gazette,3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.pdf,130,494777,0,0.0,3806.0,0.0,0.579,"TABLE_DROUGHT,REPEATED_LINES",gazette\3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.txt,gazette\3170_2019.01.11_S.O._180E_to_S.O.259E_Prohibition_of_certain_FDCs_appeared_in_the_list_of_294_FDCs_under_Section_26A.tables.json
gazette,3771_2019.02.05_S.O._697E_Revoke_of_FDC_banned_notification_S.O._4616E_dated_07.09.2018_Section_26A.pdf,2,2071,0,0.0,1035.5,0.0,0.0,,gazette\3771_2019.02.05_S.O._697E_Revoke_of_FDC_banned_notification_S.O._4616E_dated_07.09.2018_Section_26A.txt,gazette\3771_2019.02.05_S.O._697E_Revoke_of_FDC_banned_notification_S.O._4616E_dated_07.09.2018_Section_26A.tables.json
gazette,5500_2020.01.27_G.S.R._52E_Exemption_of_Import_of_Oxytocin_reference_standards_from_Prohibition.pdf,2,2520,0,0.0,1260.0,0.0,0.0,,gazette\5500_2020.01.27_G.S.R._52E_Exemption_of_Import_of_Oxytocin_reference_standards_from_Prohibition.txt,gazette\5500_2020.01.27_G.S.R._52E_Exemption_of_Import_of_Oxytocin_reference_standards_from_Prohibition.tables.json
gazette,5760_2020-16-03_GSR_180_E_banning_of_Chenodeoxycholic_acidUrsodeoxycholic_acid_extracted_and_prepareunder_Section_10A.pdf,2,3511,0,0.0,1755.5,0.0,0.0,,gazette\5760_2020-16-03_GSR_180_E_banning_of_Chenodeoxycholic_acidUrsodeoxycholic_acid_extracted_and_prepareunder_Section_10A.txt,gazette\5760_2020-16-03_GSR_180_E_banning_of_Chenodeoxycholic_acidUrsodeoxycholic_acid_extracted_and_prepareunder_Section_10A.tables.json
gazette,6608_2020.10.21_Draft_GSR_656E_Inclusion_of_Tapentadol_in_Sch_H1.pdf.pdf,2,4208,0,0.0,2104.0,0.0,0.0,,gazette\6608_2020.10.21_Draft_GSR_656E_Inclusion_of_Tapentadol_in_Sch_H1.pdf.txt,gazette\6608_2020.10.21_Draft_GSR_656E_Inclusion_of_Tapentadol_in_Sch_H1.pdf.tables.json
gazette,7140_2021.04.07_GSR_258E__Inclusion_of_Tapentadol_in_Sch_H1_at_S.No._48.pdf,2,4647,0,0.0,2323.5,0.0,0.0,,gazette\7140_2021.04.07_GSR_258E__Inclusion_of_Tapentadol_in_Sch_H1_at_S.No._48.txt,gazette\7140_2021.04.07_GSR_258E__Inclusion_of_Tapentadol_in_Sch_H1_at_S.No._48.tables.json
gazette,7141_2021.04.07_GSR_255E_For_substitution_at_entry_no_14._of_GSR_578E_dt_23.07.1983_reg_FDC_of_tamsulosinDeflazacort.pdf,3,7408,0,0.0,2469.3,0.0,0.022,,gazette\7141_2021.04.07_GSR_255E_For_substitution_at_entry_no_14._of_GSR_578E_dt_23.07.1983_reg_FDC_of_tamsulosinDeflazacort.txt,gazette\7141_2021.04.07_GSR_255E_For_substitution_at_entry_no_14._of_GSR_578E_dt_23.07.1983_reg_FDC_of_tamsulosinDeflazacort.tables.json
gazette,7836_2021.10.27_Final_GSR_762E_reg_Oxytocin_API_import_exclusivelyfor_mfg_for_export_purpose_only.pdf,2,2858,0,0.0,1429.0,0.0,0.0,,gazette\7836_2021.10.27_Final_GSR_762E_reg_Oxytocin_API_import_exclusivelyfor_mfg_for_export_purpose_only.txt,gazette\7836_2021.10.27_Final_GSR_762E_reg_Oxytocin_API_import_exclusivelyfor_mfg_for_export_purpose_only.tables.json
gazette,8091_2022.02.01__Draft_GSR_75E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.pdf,2,4234,0,0.0,2117.0,0.0,0.0,,gazette\8091_2022.02.01__Draft_GSR_75E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.txt,gazette\8091_2022.02.01__Draft_GSR_75E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.tables.json
gazette,8458_2022.05.18_Final_GSR_357E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.pdf,2,4588,0,0.0,2294.0,0.0,0.0,,gazette\8458_2022.05.18_Final_GSR_357E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.txt,gazette\8458_2022.05.18_Final_GSR_357E_Inclusion_of_Acitretin_in_Sch_H_of_Drugs_Rules_1945.tables.json
gazette,922_GSR_411E_dt_27.04.2018_Manufacture_Prohibition_of_Oxytocin_with_conditions_under_Section_26A.pdf,3,8060,0,0.0,2686.7,0.0,0.0,,gazette\922_GSR_411E_dt_27.04.2018_Manufacture_Prohibition_of_Oxytocin_with_conditions_under_Section_26A.txt,gazette\922_GSR_411E_dt_27.04.2018_Manufacture_Prohibition_of_Oxytocin_with_conditions_under_Section_26A.tables.json
gazette,930_GSR_390E_dated_24.04.2018_Import_banning_of_Oxytocin_under_Section_10A.pdf,2,3176,0,0.0,1588.0,0.0,0.0,,gazette\930_GSR_390E_dated_24.04.2018_Import_banning_of_Oxytocin_under_Section_10A.txt,gazette\930_GSR_390E_dated_24.04.2018_Import_banning_of_Oxytocin_under_Section_10A.tables.json
