source,pdf,pages,chars,tables,avg_table_rows,chars_per_page,tables_per_page,repeat_ratio,flags,txt_rel,tbl_rel
alerts,1717_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.pdf,7,12325,7,6.57,1760.7,1.0,0.062,,alerts\1717_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.txt,alerts\1717_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.tables.json
alerts,1795_Drug_Alert_for_the_month_of_June2018.pdf,4,7153,4,7.0,1788.2,1.0,0.055,,alerts\1795_Drug_Alert_for_the_month_of_June2018.txt,alerts\1795_Drug_Alert_for_the_month_of_June2018.tables.json
alerts,1796_Drug_Alert_for_the_month_of_May2018.pdf,7,12325,7,6.57,1760.7,1.0,0.062,,alerts\1796_Drug_Alert_for_the_month_of_May2018.txt,alerts\1796_Drug_Alert_for_the_month_of_May2018.tables.json
alerts,1797_Drug_Alert_for_the_month_of_April_2018.pdf,5,10114,5,7.4,2022.8,1.0,0.076,,alerts\1797_Drug_Alert_for_the_month_of_April_2018.txt,alerts\1797_Drug_Alert_for_the_month_of_April_2018.tables.json
alerts,1906_Drug_Alert_list_for_July_2018.pdf,4,6314,3,7.67,1578.5,0.75,0.038,,alerts\1906_Drug_Alert_list_for_July_2018.txt,alerts\1906_Drug_Alert_list_for_July_2018.tables.json
alerts,1950_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.pdf,6,9798,6,6.0,1633.0,1.0,0.051,,alerts\1950_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.txt,alerts\1950_List_of_Drugs_Medical_Devices_and_Cosmetics_declared_as_Not_of_Standard_QualitySpuriousAdulteratedMisbranded_For_the_Mon.tables.json
alerts,2058_Recall_of_OZURDEX_Dexamethasone_Intravitreal_Implant_0.7mg.pdf,2,4004,2,4.0,2002.0,1.0,0.0,,alerts\2058_Recall_of_OZURDEX_Dexamethasone_Intravitreal_Implant_0.7mg.txt,alerts\2058_Recall_of_OZURDEX_Dexamethasone_Intravitreal_Implant_0.7mg.tables.json
alerts,2166_Drug_Alert_list_for_October_2018.pdf,8,11536,7,6.14,1442.0,0.88,0.088,,alerts\2166_Drug_Alert_list_for_October_2018.txt,alerts\2166_Drug_Alert_list_for_October_2018.tables.json
alerts,2167_Drug_Alert_list_for_September_2018.pdf,3,4365,3,5.33,1455.0,1.0,0.027,,alerts\2167_Drug_Alert_list_for_September_2018.txt,alerts\2167_Drug_Alert_list_for_September_2018.tables.json
alerts,2238_Drug_Alert_list_for_November_2018.pdf,5,7293,5,5.6,1458.6,1.0,0.025,,alerts\2238_Drug_Alert_list_for_November_2018.txt,alerts\2238_Drug_Alert_list_for_November_2018.tables.json
alerts,2243_Drug_Alert_list_for_month_of_August_2013.pdf,2,1959,1,5.0,979.5,0.5,0.0,,alerts\2243_Drug_Alert_list_for_month_of_August_2013.txt,alerts\2243_Drug_Alert_list_for_month_of_August_2013.tables.json
alerts,2244_Drugs_Alert_for_the_month_of_April_2013.pdf,2,2580,2,5.0,1290.0,1.0,0.015,,alerts\2244_Drugs_Alert_for_the_month_of_April_2013.txt,alerts\2244_Drugs_Alert_for_the_month_of_April_2013.tables.json
alerts,2245_Drug_Alert_list_for_month_of_December_2013.pdf,4,3667,3,5.67,916.8,0.75,0.1,,alerts\2245_Drug_Alert_list_for_month_of_December_2013.txt,alerts\2245_Drug_Alert_list_for_month_of_December_2013.tables.json
alerts,2246_Drugs_Alert_for_the_month_of_February_2013.pdf,2,2497,2,6.0,1248.5,1.0,0.03,,alerts\2246_Drugs_Alert_for_the_month_of_February_2013.txt,alerts\2246_Drugs_Alert_for_the_month_of_February_2013.tables.json
alerts,2247_Drug_Alert_list_for_month_of_July_2013.pdf,4,4589,3,6.67,1147.2,0.75,0.138,,alerts\2247_Drug_Alert_list_for_month_of_July_2013.txt,alerts\2247_Drug_Alert_list_for_month_of_July_2013.tables.json
alerts,2248_Drug_Alert_list_for_month_of_June_2013.pdf,5,5400,4,5.25,1080.0,0.8,0.076,,alerts\2248_Drug_Alert_list_for_month_of_June_2013.txt,alerts\2248_Drug_Alert_list_for_month_of_June_2013.tables.json
alerts,2249_Drug_Alert_list_for_month_of_March_2013.pdf,2,2921,2,6.0,1460.5,1.0,0.0,,alerts\2249_Drug_Alert_list_for_month_of_March_2013.txt,alerts\2249_Drug_Alert_list_for_month_of_March_2013.tables.json
alerts,2252_Drugs_Alert_for_the_month_of_April_2013_J_K.pdf,1,953,1,3.0,953.0,1.0,0.25,,alerts\2252_Drugs_Alert_for_the_month_of_April_2013_J_K.txt,alerts\2252_Drugs_Alert_for_the_month_of_April_2013_J_K.tables.json
alerts,2254_Drug_Alert_list_for_month_of_August_2014.pdf,5,6980,4,5.25,1396.0,0.8,0.016,,alerts\2254_Drug_Alert_list_for_month_of_August_2014.txt,alerts\2254_Drug_Alert_list_for_month_of_August_2014.tables.json
alerts,2255_Drugs_Alert_for_the_month_of_December_2014.pdf,2,5011,2,8.5,2505.5,1.0,0.026,,alerts\2255_Drugs_Alert_for_the_month_of_December_2014.txt,alerts\2255_Drugs_Alert_for_the_month_of_December_2014.tables.json
alerts,2256_Drugs_Alert_for_the_month_of_February_2014.pdf,4,6732,4,7.25,1683.0,1.0,0.117,,alerts\2256_Drugs_Alert_for_the_month_of_February_2014.txt,alerts\2256_Drugs_Alert_for_the_month_of_February_2014.tables.json
alerts,2257_Drug_Alerts_for_the_month_of_January_2014.pdf,9,36042,8,4.62,4004.7,0.89,0.494,REPEATED_LINES,alerts\2257_Drug_Alerts_for_the_month_of_January_2014.txt,alerts\2257_Drug_Alerts_for_the_month_of_January_2014.tables.json
alerts,2258_Drug_Alert_list_for_month_of_July_2014.pdf,3,6106,3,7.33,2035.3,1.0,0.096,,alerts\2258_Drug_Alert_list_for_month_of_July_2014.txt,alerts\2258_Drug_Alert_list_for_month_of_July_2014.tables.json
alerts,2259_Drug_Alert_list_for_the_month_of_June_2014.pdf,7,10879,7,6.14,1554.1,1.0,0.18,,alerts\2259_Drug_Alert_list_for_the_month_of_June_2014.txt,alerts\2259_Drug_Alert_list_for_the_month_of_June_2014.tables.json
alerts,2260_Drugs_Alert_for_the_month_of_March_2014.pdf,6,9608,5,7.0,1601.3,0.83,0.161,,alerts\2260_Drugs_Alert_for_the_month_of_March_2014.txt,alerts\2260_Drugs_Alert_for_the_month_of_March_2014.tables.json
alerts,2261_Drugs_Alert_for_the_Month_of_May_2014.pdf,4,4768,3,5.67,1192.0,0.75,0.078,,alerts\2261_Drugs_Alert_for_the_Month_of_May_2014.txt,alerts\2261_Drugs_Alert_for_the_Month_of_May_2014.tables.json
alerts,2262_Drugs_Alert_for_the_month_of_November_2014.pdf,4,7453,3,7.67,1863.2,0.75,0.076,,alerts\2262_Drugs_Alert_for_the_month_of_November_2014.txt,alerts\2262_Drugs_Alert_for_the_month_of_November_2014.tables.json
alerts,2263_Drugs_alert_for_the_month_of_October_2014.pdf,3,5184,3,6.33,1728.0,1.0,0.072,,alerts\2263_Drugs_alert_for_the_month_of_October_2014.txt,alerts\2263_Drugs_alert_for_the_month_of_October_2014.tables.json
alerts,2264_Drug_Alert_list_for_the_month_of_September_2014.pdf,7,12271,7,6.86,1753.0,1.0,0.237,,alerts\2264_Drug_Alert_list_for_the_month_of_September_2014.txt,alerts\2264_Drug_Alert_list_for_the_month_of_September_2014.tables.json
alerts,2265_Drug_Alert_list_for_month_of_April_2015.pdf,2,2485,1,8.0,1242.5,0.5,0.065,,alerts\2265_Drug_Alert_list_for_month_of_April_2015.txt,alerts\2265_Drug_Alert_list_for_month_of_April_2015.tables.json
alerts,2266_Drug_Alert_list_for_month_of_August_2015.pdf,1,1807,1,7.0,1807.0,1.0,0.111,,alerts\2266_Drug_Alert_list_for_month_of_August_2015.txt,alerts\2266_Drug_Alert_list_for_month_of_August_2015.tables.json
alerts,2267_Drug_Alert_list_for_month_of_December_2015.pdf,3,4221,2,8.0,1407.0,0.67,0.053,,alerts\2267_Drug_Alert_list_for_month_of_December_2015.txt,alerts\2267_Drug_Alert_list_for_month_of_December_2015.tables.json
alerts,2268_Drugs_Alert_for_the_month_of_February_2015.pdf,2,4935,2,9.0,2467.5,1.0,0.078,,alerts\2268_Drugs_Alert_for_the_month_of_February_2015.txt,alerts\2268_Drugs_Alert_for_the_month_of_February_2015.tables.json
alerts,2269_Drugs_Alert_for_the_month_of_March_2015.pdf,2,3709,2,7.5,1854.5,1.0,0.033,,alerts\2269_Drugs_Alert_for_the_month_of_March_2015.txt,alerts\2269_Drugs_Alert_for_the_month_of_March_2015.tables.json
alerts,2270_Drug_Alert_list_for_month_of_May_2015.pdf,2,4262,2,8.0,2131.0,1.0,0.038,,alerts\2270_Drug_Alert_list_for_month_of_May_2015.txt,alerts\2270_Drug_Alert_list_for_month_of_May_2015.tables.json
alerts,2271_Drug_Alert_list_for_month_of_September_2015.pdf,3,4454,3,6.33,1484.7,1.0,0.25,,alerts\2271_Drug_Alert_list_for_month_of_September_2015.txt,alerts\2271_Drug_Alert_list_for_month_of_September_2015.tables.json
alerts,2275_Drugs_Alert_for_the_month_of_February_2016.pdf,4,6943,4,7.25,1735.8,1.0,0.064,,alerts\2275_Drugs_Alert_for_the_month_of_February_2016.txt,alerts\2275_Drugs_Alert_for_the_month_of_February_2016.tables.json
alerts,2276_Drugs_Alert_for_the_month_of_July_2016.pdf,2,3668,2,7.0,1834.0,1.0,0.0,,alerts\2276_Drugs_Alert_for_the_month_of_July_2016.txt,alerts\2276_Drugs_Alert_for_the_month_of_July_2016.tables.json
alerts,2277_Drug_Alert_list_for_month_of_June_2016.pdf,3,4484,2,8.5,1494.7,0.67,0.034,,alerts\2277_Drug_Alert_list_for_month_of_June_2016.txt,alerts\2277_Drug_Alert_list_for_month_of_June_2016.tables.json
alerts,2278_Drugs_Alert_for_the_month_of_March_2016.pdf,3,4893,3,6.33,1631.0,1.0,0.037,,alerts\2278_Drugs_Alert_for_the_month_of_March_2016.txt,alerts\2278_Drugs_Alert_for_the_month_of_March_2016.tables.json
alerts,2279_Drugs_Alert_for_the_month_of_May_2016.pdf,3,4619,3,6.67,1539.7,1.0,0.039,,alerts\2279_Drugs_Alert_for_the_month_of_May_2016.txt,alerts\2279_Drugs_Alert_for_the_month_of_May_2016.tables.json
alerts,2280_Drug_Alert_list_for_month_of_December_2016.pdf,3,5908,3,7.33,1969.3,1.0,0.0,,alerts\2280_Drug_Alert_list_for_month_of_December_2016.txt,alerts\2280_Drug_Alert_list_for_month_of_December_2016.tables.json
alerts,2281_Drug_Alert_list_for_month_of_August_2016.pdf,3,5437,3,7.33,1812.3,1.0,0.041,,alerts\2281_Drug_Alert_list_for_month_of_August_2016.txt,alerts\2281_Drug_Alert_list_for_month_of_August_2016.tables.json
alerts,2282_Drug_Alert_list_for_month_of_April_2016.pdf,3,4762,3,6.0,1587.3,1.0,0.008,,alerts\2282_Drug_Alert_list_for_month_of_April_2016.txt,alerts\2282_Drug_Alert_list_for_month_of_April_2016.tables.json
alerts,2283_Drug_Alert_list_for_month_of_April_2017.pdf,4,6436,4,6.5,1609.0,1.0,0.122,,alerts\2283_Drug_Alert_list_for_month_of_April_2017.txt,alerts\2283_Drug_Alert_list_for_month_of_April_2017.tables.json
alerts,2284_Drug_Alert_list_for_month_of_August_2017.pdf,5,9181,5,6.6,1836.2,1.0,0.028,,alerts\2284_Drug_Alert_list_for_month_of_August_2017.txt,alerts\2284_Drug_Alert_list_for_month_of_August_2017.tables.json
alerts,2285_Drug_Alert_list_for_month_of_December_2017.pdf,5,8654,5,6.6,1730.8,1.0,0.064,,alerts\2285_Drug_Alert_list_for_month_of_December_2017.txt,alerts\2285_Drug_Alert_list_for_month_of_December_2017.tables.json
alerts,2286_Drug_Alert_list_for_month_of_February_2017.pdf,3,4760,3,6.67,1586.7,1.0,0.023,,alerts\2286_Drug_Alert_list_for_month_of_February_2017.txt,alerts\2286_Drug_Alert_list_for_month_of_February_2017.tables.json
alerts,2287_Drug_Alert_list_for_month_of_January_2017.pdf,3,4797,3,6.67,1599.0,1.0,0.031,,alerts\2287_Drug_Alert_list_for_month_of_January_2017.txt,alerts\2287_Drug_Alert_list_for_month_of_January_2017.tables.json
alerts,2288_Drugs_Alert_for_the_month_of_July_2017.pdf,6,11338,6,7.17,1889.7,1.0,0.079,,alerts\2288_Drugs_Alert_for_the_month_of_July_2017.txt,alerts\2288_Drugs_Alert_for_the_month_of_July_2017.tables.json
alerts,2289_Drug_Alert_list_for_month_of_June_2017.pdf,5,10265,5,8.0,2053.0,1.0,0.086,,alerts\2289_Drug_Alert_list_for_month_of_June_2017.txt,alerts\2289_Drug_Alert_list_for_month_of_June_2017.tables.json
alerts,2290_Drug_Alert_list_for_month_of_March_2017.pdf,8,15009,8,7.88,1876.1,1.0,0.114,,alerts\2290_Drug_Alert_list_for_month_of_March_2017.txt,alerts\2290_Drug_Alert_list_for_month_of_March_2017.tables.json
alerts,2291_Drug_Alert_list_for_month_of_May_2017.pdf,5,8761,4,8.25,1752.2,0.8,0.039,,alerts\2291_Drug_Alert_list_for_month_of_May_2017.txt,alerts\2291_Drug_Alert_list_for_month_of_May_2017.tables.json
alerts,2292_Drugs_Alert_for_the_month_of_November_2017.pdf,5,9615,5,7.8,1923.0,1.0,0.07,,alerts\2292_Drugs_Alert_for_the_month_of_November_2017.txt,alerts\2292_Drugs_Alert_for_the_month_of_November_2017.tables.json
alerts,2293_Drug_Alert_list_for_month_of_October_2017.pdf,5,8891,5,7.0,1778.2,1.0,0.041,,alerts\2293_Drug_Alert_list_for_month_of_October_2017.txt,alerts\2293_Drug_Alert_list_for_month_of_October_2017.tables.json
alerts,2294_Drug_Alert_list_for_month_of_September_2017.pdf,4,6541,4,6.0,1635.2,1.0,0.006,,alerts\2294_Drug_Alert_list_for_month_of_September_2017.txt,alerts\2294_Drug_Alert_list_for_month_of_September_2017.tables.json
alerts,2295_Drug_Alert_list_for_month_of_February_2018.pdf,6,10822,5,8.4,1803.7,0.83,0.022,,alerts\2295_Drug_Alert_list_for_month_of_February_2018.txt,alerts\2295_Drug_Alert_list_for_month_of_February_2018.tables.json
alerts,2296_Drug_Alert_list_for_month_of_January_2018.pdf,5,8437,4,8.0,1687.4,0.8,0.0,,alerts\2296_Drug_Alert_list_for_month_of_January_2018.txt,alerts\2296_Drug_Alert_list_for_month_of_January_2018.tables.json
alerts,2297_Drug_Alert_list_for_month_of_March_2018.pdf,6,11734,6,7.67,1955.7,1.0,0.127,,alerts\2297_Drug_Alert_list_for_month_of_March_2018.txt,alerts\2297_Drug_Alert_list_for_month_of_March_2018.tables.json
alerts,2361_Drug_Alert_list_for_month_of_August_2018.pdf,6,9798,6,6.0,1633.0,1.0,0.051,,alerts\2361_Drug_Alert_list_for_month_of_August_2018.txt,alerts\2361_Drug_Alert_list_for_month_of_August_2018.tables.json
alerts,2362_Drug_Alert_list_for_month_of_May_2013.pdf,3,2847,2,4.0,949.0,0.67,0.0,,alerts\2362_Drug_Alert_list_for_month_of_May_2013.txt,alerts\2362_Drug_Alert_list_for_month_of_May_2013.tables.json
alerts,2363_Drug_Alert_list_for_month_of_January_2016.pdf,3,6553,3,9.0,2184.3,1.0,0.062,,alerts\2363_Drug_Alert_list_for_month_of_January_2016.txt,alerts\2363_Drug_Alert_list_for_month_of_January_2016.tables.json
alerts,2364_Drug_Alert_list_for_month_of_November_2016.pdf,4,7430,4,7.75,1857.5,1.0,0.049,,alerts\2364_Drug_Alert_list_for_month_of_November_2016.txt,alerts\2364_Drug_Alert_list_for_month_of_November_2016.tables.json
alerts,2365_Drug_Alert_list_for_month_of_October_2015.pdf,2,3854,2,7.5,1927.0,1.0,0.044,,alerts\2365_Drug_Alert_list_for_month_of_October_2015.txt,alerts\2365_Drug_Alert_list_for_month_of_October_2015.tables.json
alerts,2367_Drug_Alert_list_for_month_of_September_2016.pdf,3,4392,2,8.5,1464.0,0.67,0.018,,alerts\2367_Drug_Alert_list_for_month_of_September_2016.txt,alerts\2367_Drug_Alert_list_for_month_of_September_2016.tables.json
alerts,2369_Drug_Alert_list_for_month_of_June_2015.pdf,1,1725,1,7.0,1725.0,1.0,0.102,,alerts\2369_Drug_Alert_list_for_month_of_June_2015.txt,alerts\2369_Drug_Alert_list_for_month_of_June_2015.tables.json
alerts,2370_Drug_Alert_list_for_month_of_November_2015.pdf,1,2974,1,9.0,2974.0,1.0,0.053,,alerts\2370_Drug_Alert_list_for_month_of_November_2015.txt,alerts\2370_Drug_Alert_list_for_month_of_November_2015.tables.json
alerts,2371_Drug_Alert_list_for_month_of_January_2015.pdf,2,3711,2,5.5,1855.5,1.0,0.013,,alerts\2371_Drug_Alert_list_for_month_of_January_2015.txt,alerts\2371_Drug_Alert_list_for_month_of_January_2015.tables.json
alerts,2372_Drug_Alert_list_for_month_of_July_2015.pdf,3,5483,3,7.33,1827.7,1.0,0.097,,alerts\2372_Drug_Alert_list_for_month_of_July_2015.txt,alerts\2372_Drug_Alert_list_for_month_of_July_2015.tables.json
alerts,3145_Medical_Devices_alert_07.04.2017.pdf,2,2276,1,11.0,1138.0,0.5,0.0,,alerts\3145_Medical_Devices_alert_07.04.2017.txt,alerts\3145_Medical_Devices_alert_07.04.2017.tables.json
alerts,3146_Medical_Devices_alert_02.06.2017.pdf,2,2767,1,16.0,1383.5,0.5,0.0,,alerts\3146_Medical_Devices_alert_02.06.2017.txt,alerts\3146_Medical_Devices_alert_02.06.2017.tables.json
alerts,3147_Medical_Devices_alert_21.10.2016.pdf,2,2811,0,0.0,1405.5,0.0,0.0,,alerts\3147_Medical_Devices_alert_21.10.2016.txt,alerts\3147_Medical_Devices_alert_21.10.2016.tables.json
alerts,3246_Approved_for_Marketing_in_India.pdf,4,7322,4,9.0,1830.5,1.0,0.007,,alerts\3246_Approved_for_Marketing_in_India.txt,alerts\3246_Approved_for_Marketing_in_India.tables.json
alerts,3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.pdf,23,43731,15,28.2,1901.3,0.65,0.304,REPEATED_LINES,alerts\3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.txt,alerts\3251_System_of_preliminary_scrutiny_by_C.D.S.C.O_at_the_time_of_receipt_of_application_for_approval_of_Fixed_Dose_Combination.tables.json
alerts,3253_Drugs_banned_in_the_Country.pdf,28,43760,27,60.7,1562.9,0.96,0.461,REPEATED_LINES,alerts\3253_Drugs_banned_in_the_Country.txt,alerts\3253_Drugs_banned_in_the_Country.tables.json
alerts,3256_Spurious_Drugs_--_Reward_Scheme_for_Whistle_Blowers.pdf,9,16209,3,5.33,1801.0,0.33,0.016,,alerts\3256_Spurious_Drugs_--_Reward_Scheme_for_Whistle_Blowers.txt,alerts\3256_Spurious_Drugs_--_Reward_Scheme_for_Whistle_Blowers.tables.json
alerts,3262_MEDICAL_DEVICE_ALERT_FOR_Beacon_Tip_Torcon_NB_Advantage_Catheter.pdf,2,2767,1,16.0,1383.5,0.5,0.0,,alerts\3262_MEDICAL_DEVICE_ALERT_FOR_Beacon_Tip_Torcon_NB_Advantage_Catheter.txt,alerts\3262_MEDICAL_DEVICE_ALERT_FOR_Beacon_Tip_Torcon_NB_Advantage_Catheter.tables.json
alerts,3263_MEDICAL_DEVICE_ALERT_FOR_Absorb_Bioresorbale_Vascular_Scaffold_BVS_and_Absorb_GT1_Bioresorbale_Vascular_Scaffold_BVS.pdf,2,3202,0,0.0,1601.0,0.0,0.0,,alerts\3263_MEDICAL_DEVICE_ALERT_FOR_Absorb_Bioresorbale_Vascular_Scaffold_BVS_and_Absorb_GT1_Bioresorbale_Vascular_Scaffold_BVS.txt,alerts\3263_MEDICAL_DEVICE_ALERT_FOR_Absorb_Bioresorbale_Vascular_Scaffold_BVS_and_Absorb_GT1_Bioresorbale_Vascular_Scaffold_BVS.tables.json
alerts,3769_Drug_Alert_list_for_month_of_January_2019.pdf,8,12720,8,5.88,1590.0,1.0,0.094,,alerts\3769_Drug_Alert_list_for_month_of_January_2019.txt,alerts\3769_Drug_Alert_list_for_month_of_January_2019.tables.json
alerts,4147_Drug_Alert_list_for_month_of_February_2019.pdf,7,10738,7,5.57,1534.0,1.0,0.027,,alerts\4147_Drug_Alert_list_for_month_of_February_2019.txt,alerts\4147_Drug_Alert_list_for_month_of_February_2019.tables.json
alerts,4315_Drug_Alert_list_for_month_of_March_2019.pdf,9,13992,10,5.4,1554.7,1.11,0.041,,alerts\4315_Drug_Alert_list_for_month_of_March_2019.txt,alerts\4315_Drug_Alert_list_for_month_of_March_2019.tables.json
alerts,4391_Drug_Alert_list_for_month_of_April_2019.pdf,6,8948,6,5.33,1491.3,1.0,0.097,,alerts\4391_Drug_Alert_list_for_month_of_April_2019.txt,alerts\4391_Drug_Alert_list_for_month_of_April_2019.tables.json
alerts,4470_Medical_Device_Alert_Dated_20.05.2019.pdf,3,9717,0,0.0,3239.0,0.0,0.0,,alerts\4470_Medical_Device_Alert_Dated_20.05.2019.txt,alerts\4470_Medical_Device_Alert_Dated_20.05.2019.tables.json
alerts,4493_Drug_Alert_list_for_month_of_May_2019.pdf,6,9754,6,6.33,1625.7,1.0,0.094,,alerts\4493_Drug_Alert_list_for_month_of_May_2019.txt,alerts\4493_Drug_Alert_list_for_month_of_May_2019.tables.json
alerts,4496_Drug_Alert_January_2019_Revised.pdf,1,1034,1,3.0,1034.0,1.0,0.0,,alerts\4496_Drug_Alert_January_2019_Revised.txt,alerts\4496_Drug_Alert_January_2019_Revised.tables.json
alerts,4540_Medical_Devices_alert_july_2019.pdf,5,8942,1,5.0,1788.4,0.2,0.086,,alerts\4540_Medical_Devices_alert_july_2019.txt,alerts\4540_Medical_Devices_alert_july_2019.tables.json
alerts,4584_Drug_Alert_list_for_month_of_June_2019.pdf,4,7265,5,5.8,1816.2,1.25,0.075,,alerts\4584_Drug_Alert_list_for_month_of_June_2019.txt,alerts\4584_Drug_Alert_list_for_month_of_June_2019.tables.json
alerts,4800_Drug_Alert_list_for_month_of_July_2019.pdf,4,5366,4,6.0,1341.5,1.0,0.083,,alerts\4800_Drug_Alert_list_for_month_of_July_2019.txt,alerts\4800_Drug_Alert_list_for_month_of_July_2019.tables.json
alerts,5189_Drug_Alert_list_for_month_of_August_2019.pdf,5,8119,6,6.0,1623.8,1.2,0.02,,alerts\5189_Drug_Alert_list_for_month_of_August_2019.txt,alerts\5189_Drug_Alert_list_for_month_of_August_2019.tables.json
alerts,5190_Drug_Alert_list_for_month_of_September_2019.pdf,4,6302,5,5.8,1575.5,1.25,0.027,,alerts\5190_Drug_Alert_list_for_month_of_September_2019.txt,alerts\5190_Drug_Alert_list_for_month_of_September_2019.tables.json
alerts,5224_Drug_Alert_list_for_month_of_October_2019.pdf,6,9827,7,6.14,1637.8,1.17,0.069,,alerts\5224_Drug_Alert_list_for_month_of_October_2019.txt,alerts\5224_Drug_Alert_list_for_month_of_October_2019.tables.json
alerts,5349_Drug_Alert_list_for_month_of_November_2019.pdf,8,9958,8,5.38,1244.8,1.0,0.03,,alerts\5349_Drug_Alert_list_for_month_of_November_2019.txt,alerts\5349_Drug_Alert_list_for_month_of_November_2019.tables.json
alerts,5547_Drug_Alert_list_for_month_of_January_2020.pdf,7,9550,8,5.62,1364.3,1.14,0.088,,alerts\5547_Drug_Alert_list_for_month_of_January_2020.txt,alerts\5547_Drug_Alert_list_for_month_of_January_2020.tables.json
alerts,5590_Drug_Alert_list_for_month_of_October_2016.pdf,4,6041,3,7.67,1510.2,0.75,0.043,,alerts\5590_Drug_Alert_list_for_month_of_October_2016.txt,alerts\5590_Drug_Alert_list_for_month_of_October_2016.tables.json
alerts,5713_Drug_Alert_list_for_month_of_Feb_2020.pdf,7,10810,8,6.12,1544.3,1.14,0.106,,alerts\5713_Drug_Alert_list_for_month_of_Feb_2020.txt,alerts\5713_Drug_Alert_list_for_month_of_Feb_2020.tables.json
alerts,5872_Drug_Alert_list_for_month_of_March_2020.pdf,8,13443,9,6.22,1680.4,1.12,0.087,,alerts\5872_Drug_Alert_list_for_month_of_March_2020.txt,alerts\5872_Drug_Alert_list_for_month_of_March_2020.tables.json
alerts,5923_Drug_Alert_list_for_month_of_April_2020.pdf,12,18099,13,5.54,1508.2,1.08,0.139,,alerts\5923_Drug_Alert_list_for_month_of_April_2020.txt,alerts\5923_Drug_Alert_list_for_month_of_April_2020.tables.json
alerts,5986_Drug_Alert_list_for_month_of_May_2020.pdf,4,7580,5,6.2,1895.0,1.25,0.156,,alerts\5986_Drug_Alert_list_for_month_of_May_2020.txt,alerts\5986_Drug_Alert_list_for_month_of_May_2020.tables.json
alerts,6091_Drug_Alert_list_for_month_of_June_2020.pdf,4,6185,5,5.2,1546.2,1.25,0.032,,alerts\6091_Drug_Alert_list_for_month_of_June_2020.txt,alerts\6091_Drug_Alert_list_for_month_of_June_2020.tables.json
alerts,6390_Drug_Alert_list_for_month_of_July_2020.pdf,7,10575,8,5.38,1510.7,1.14,0.014,,alerts\6390_Drug_Alert_list_for_month_of_July_2020.txt,alerts\6390_Drug_Alert_list_for_month_of_July_2020.tables.json
alerts,6469_Drug_Alert_list_for_month_of_August_2020.pdf,4,6727,5,6.2,1681.8,1.25,0.115,,alerts\6469_Drug_Alert_list_for_month_of_August_2020.txt,alerts\6469_Drug_Alert_list_for_month_of_August_2020.tables.json
alerts,6487_Drug_Alert_list_for_month_of_December_2018.pdf,5,8218,5,6.0,1643.6,1.0,0.091,,alerts\6487_Drug_Alert_list_for_month_of_December_2018.txt,alerts\6487_Drug_Alert_list_for_month_of_December_2018.tables.json
alerts,6554_Drug_Alert_list_for_month_of_September_2020.pdf,2,3411,3,5.67,1705.5,1.5,0.035,,alerts\6554_Drug_Alert_list_for_month_of_September_2020.txt,alerts\6554_Drug_Alert_list_for_month_of_September_2020.tables.json
alerts,6628_Drug_Alert_list_for_month_of_October_2020.pdf,2,2689,3,4.67,1344.5,1.5,0.0,,alerts\6628_Drug_Alert_list_for_month_of_October_2020.txt,alerts\6628_Drug_Alert_list_for_month_of_October_2020.tables.json
alerts,6765_Drug_Alert_list_for_month_of_November_2020.pdf,3,4571,4,5.25,1523.7,1.33,0.0,,alerts\6765_Drug_Alert_list_for_month_of_November_2020.txt,alerts\6765_Drug_Alert_list_for_month_of_November_2020.tables.json
alerts,6840_Drug_Alert_list_for_month_of_December_2019.pdf,9,13570,9,6.22,1507.8,1.0,0.097,,alerts\6840_Drug_Alert_list_for_month_of_December_2019.txt,alerts\6840_Drug_Alert_list_for_month_of_December_2019.tables.json
alerts,6851_Drug_Alert_list_for_month_of_December_2020.pdf,3,4487,4,5.75,1495.7,1.33,0.053,,alerts\6851_Drug_Alert_list_for_month_of_December_2020.txt,alerts\6851_Drug_Alert_list_for_month_of_December_2020.tables.json
alerts,6973_Drug_Alert_list_for_month_of_January_2021.pdf,4,5212,4,5.25,1303.0,1.0,0.021,,alerts\6973_Drug_Alert_list_for_month_of_January_2021.txt,alerts\6973_Drug_Alert_list_for_month_of_January_2021.tables.json
alerts,7005_Drug_Alert_list_for_month_of_Feb_2021.pdf,1,403,0,0.0,403.0,0.0,0.0,,alerts\7005_Drug_Alert_list_for_month_of_Feb_2021.txt,alerts\7005_Drug_Alert_list_for_month_of_Feb_2021.tables.json
